campaign_id,property_name,email,city,country,source_url,package,price_eur,status,last_contact,thread_sender,message_id,thread_id,next_follow_up,notes
LSG-20260909-BNB80,Domus Terra Mare,info@domusterramare.it,Torre San Giovanni,Italy,https://www.domusterramare.it/,Low-Season Booking Sprint,479,bounced,2026-09-09,digital.vincenzoproto@gmail.com,1a086a8583cf578a,1a086a8583cf578a,,Personalised email sent; Gmail SENT confirmed; Gmail and CRM deduplicated; public business contact verified; 479 EUR quoted; opt-out included; not paid; HARD BOUNCE 2026-09-09T14:52:55Z; DSN message 1a086a85caa8f576; Gmail DSN: MX lookup returned NXDOMAIN; domain does not exist; do not retry this address
LSG-20260909-BNB80,Letto e Merenda,info@lettoemerenda.it,Nardò,Italy,https://www.lettoemerenda.it/,Low-Season Booking Sprint,479,contacted,2026-09-09,digital.vincenzoproto@gmail.com,1a086ab828ef4f98,1a086ab828ef4f98,2026-09-14,Personalised email sent; Gmail SENT confirmed; Gmail and CRM deduplicated; public business contact verified; 479 EUR quoted; opt-out included; not paid
LSG-20260909-BNB80,Aliseo B&B,office@bbaliseo.it,Lecce,Italy,https://www.bbaliseo.it/contatti/,Low-Season Booking Sprint,479,contacted,2026-09-09,digital.vincenzoproto@gmail.com,1a086acef6f44182,1a086acef6f44182,2026-09-14,Personalised email sent; Gmail SENT confirmed; Gmail and CRM deduplicated; public business contact verified; 479 EUR quoted; opt-out included; not paid
LSG-20260909-BNB80,Residenza Bibiena,info@residenzabibiena.it,Mantova,Italy,https://www.residenzabibiena.it/contatti-residenza-bibiena/,Low-Season Booking Sprint,479,contacted,2026-09-09,digital.vincenzoproto@gmail.com,1a086abea14ffb1d,1a086abea14ffb1d,2026-09-14,Personalised email sent; Gmail SENT confirmed; Gmail history and repository search checked; official contact verified 2026-09-09; hook family-run B&B and cultural stays in Mantova; 479 EUR one-off quoted; website and Instagram links included; ad spend and campaign management excluded; no booking guarantee; opt-out included; not paid
LSG-20260909-BNB80,Cortemaggio,cortemaggio@gmail.com,Gualdo Tadino,Italy,https://www.cortemaggio.com/,Low-Season Booking Sprint,479,contacted,2026-09-09,digital.vincenzoproto@gmail.com,1a086afaa08c3ff9,1a086afaa08c3ff9,2026-09-14,Personalised email sent; Gmail SENT confirmed; Gmail and CRM deduplicated; public business contact verified; 479 EUR quoted; opt-out included; not paid
LSG-20260909-BNB80,Room Salento Palace,info@roomsalentopalace.it,Torre San Giovanni,Italy,https://www.roomsalentopalace.it/contatti/,Low-Season Booking Sprint,479,contacted,2026-09-09,digital.vincenzoproto@gmail.com,1a086b1d9164e2d6,1a086b1d9164e2d6,2026-09-14,Personalised email sent; Gmail SENT confirmed; Gmail and CRM deduplicated; public business contact verified; 479 EUR quoted; opt-out included; not paid
LSG-20260909-BNB80,B&B Il Ceppo,info@bedandbreakfastilceppo.it,Monteriggioni,Italy,https://ilceppo-bedandbreakfastmonteriggioni.com/contatti-bb-ilceppo/,Low-Season Booking Sprint,479,contacted,2026-09-09,digital.vincenzoproto@gmail.com,1a086b435724b897,1a086b435724b897,2026-09-14,Personalised email sent; Gmail SENT confirmed; Gmail and CRM deduplicated; public business contact verified; 479 EUR quoted; opt-out included; not paid
LSG-20260909-BNB80,Al Battistero d'Oro,contatti@albattisterodoro.it,Parma,Italy,https://www.albattisterodoro.it/,Low-Season Booking Sprint,479,contacted,2026-09-09,digital.vincenzoproto@gmail.com,1a086b48ed056626,1a086b48ed056626,2026-09-14,Personalised email sent; Gmail SENT confirmed; full Gmail history query for domain returned no matches before send; business email and gastronomic experiences verified on official website 2026-09-09; 479 EUR one-off quoted; website and Instagram links included; ad spend and campaign management excluded; no booking guarantee; opt-out included; not paid
LSG-20260909-BNB80,B&B La Magnolia,info@bblamagnolia.it,Orvieto,Italy,https://www.bblamagnolia.it/en/contacts/,Low-Season Booking Sprint,479,contacted,2026-09-09,digital.vincenzoproto@gmail.com,1a086b65dcecdb9a,1a086b65dcecdb9a,2026-09-14,Personalised email sent; Gmail SENT confirmed; Gmail and CRM deduplicated; public business contact verified; 479 EUR quoted; opt-out included; not paid
LSG-20260909-BNB80,Il Relais dell'Abbazia,info@relais-abbazia.it,Verona,Italy,https://www.relais-abbazia.it/it,Low-Season Booking Sprint,479,contacted,2026-09-09,digital.vincenzoproto@gmail.com,1a086b6836a380c5,1a086b6836a380c5,2026-09-14,Personalised email sent; Gmail SENT confirmed; full Gmail history checked before send; public business email and San Zeno cultural and wine positioning verified on official website 2026-09-09; 479 EUR one-off Booking Sprint quoted; website and Instagram links included; campaign management and ad spend excluded; no booking guarantee; opt-out included; not paid
LSG-20260909-BNB80,B&B Gemma,info@bbgemma.com,Grezzana,Italy,https://bbgemma.com/en/,Low-Season Booking Sprint,479,contacted,2026-09-09,digital.vincenzoproto@gmail.com,1a086b80c3e1999d,1a086b80c3e1999d,2026-09-14,Personalised email sent; Gmail SENT confirmed; full Gmail history query returned no previous contact; email and Valpantena positioning verified on official website 2026-09-09; 479 EUR one-off Booking Sprint quoted; website and Instagram links included; campaign management and ad spend excluded; no booking guarantee; opt-out included; not paid
LSG-20260909-BNB80,Corte Risi B&B,info@corterisi.it,Castelletto Borgo,Italy,https://www.corterisi.it/contact.html,Low-Season Booking Sprint,479,contacted,2026-09-09,digital.vincenzoproto@gmail.com,1a086b9a3b5a49e5,1a086b9a3b5a49e5,2026-09-14,Personalised email sent; Gmail SENT confirmed; Gmail full history checked before send; official contact page verified 2026-09-09; proposal centred on stays to discover Mantova without assuming availability; 479 EUR one-off Booking Sprint quoted; website and Instagram links included; campaign management and ad spend excluded; no booking guarantee; opt-out included; not paid
LSG-20260909-BNB80,La Corte del Conte,info@lacortedelconte.biz,Cerlongo di Goito,Italy,https://www.lacortedelconte.biz/bed-and-breakfast/,Low-Season Booking Sprint,479,contacted,2026-09-09,digital.vincenzoproto@gmail.com,1a086bb13faae365,1a086bb13faae365,2026-09-14,Personalised email sent; Gmail SENT confirmed; full Gmail history query returned no prior contact; business email and historical rooms verified on official B&B page 2026-09-09; 479 EUR one-off Booking Sprint quoted; website and Instagram links included; campaign management and ad spend excluded; no booking guarantee; opt-out included; not paid
