lead_id,property_name,contact_name,role,email,phone,city,country,website,lead_source,partner_id,partner_role,package,deal_value_eur,status,priority,qualification_score,last_contact,next_follow_up,follow_up_mode,thread_sender,thread_id,owner,opt_out,payment_status,amount_collected_eur,commission_rate,commission_eur,commission_status,notes
LSG-H-0011,Donna Carmela Resort & Lodges,,,info@donnacarmela.com,+39095809383,Riposto,Italy,https://www.donnacarmela.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,7,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ef2be91058,Vincenzo,false,none,0,0,0,none,"Eco resort near Etna with multiple experience angles suitable for shoulder-season packaging; public contact verified 2026-09-08; Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-6200453880754705388; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.donnacarmela.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra proposta di ospitalità tra giardini e territorio etneo; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Ripresa su richiesta utente il 2026-09-09; nessun invio automatico attivo.; Email inviata e verificata SENT 2026-09-09T05:12:39Z; Gmail message 1a084951a94ae4ee; registro OUTREACH_RESUME_2026-09-09.csv."
LSG-H-0012,Pollicastro Boutique Hotel,,,info@pollicastro.com,+390832347694,Lecce,Italy,https://www.pollicastroboutiquehotel.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,8,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828ef2f38ffda,Vincenzo,false,none,0,0,0,none,"Historic boutique hotel in Lecce with existing offers section; potential to sharpen low-season direct-booking offer; public contact verified 2026-09-08; Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-1950199569842123649; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.pollicastroboutiquehotel.com/it/contatti; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra dimora storica nel centro di Lecce; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Ripresa su richiesta utente il 2026-09-09; nessun invio automatico attivo.; Email inviata e verificata SENT 2026-09-09T05:10:53Z; Gmail message 1a084937c2e8c8cd; registro OUTREACH_RESUME_2026-09-09.csv."
LSG-H-0013,La Chiusa delle More,,,info@lachiusadellemore.it,,Peschici,Italy,https://www.lachiusadellemore.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e2bb2e5c2b,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r2231974226392537511; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.lachiusadellemore.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra proposta tra campagna e mare a Peschici; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T19:56:41.049Z; Gmail message 1a08298184234737; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0014,Masseria Salinola,,,booking@masseriasalinola.it,,Ostuni,Italy,https://www.masseriasalinola.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e6ae5e2b2d,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r5566673803843065015; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.masseriasalinola.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: il legame di Masseria Salinola con gli uliveti e la cucina del territorio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T19:58:12.115Z; Gmail message 1a082997a28cce96; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0015,Agriturismo Torre dei Preti,,,info@torredeipreti.it,,Peschici - Loc. Valle Croci,Italy,https://www.torredeipreti.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e6dd4dfdd3,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-940241734667176216; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.torredeipreti.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra tenuta immersa negli ulivi vicino a Peschici; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T19:59:43.305Z; Gmail message 1a0829ae03479be3; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0016,Palazzo Ducale Venturi,,,info@palazzoducaleventuri.com,,Minervino di Lecce,Italy,https://www.palazzoducaleventuri.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e717df5af0,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-3908860375309580618; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.palazzoducaleventuri.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: il carattere storico di Palazzo Ducale Venturi a Minervino di Lecce; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:01:14.452Z; Gmail message 1a0829c4414e3c42; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0017,Tenuta Centoporte,,,direzione@tenutacentoporte.it,,Giurdignano,Italy,https://www.tenutacentoporte.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e7108febd9,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-2703508580737310345; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.tenutacentoporte.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra proposta tra ulivi, ospitalità e cucina salentina; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:02:45.653Z; Gmail message 1a0829da9fb9c57d; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0018,La Posta di Confine,,,info@lapostadiconfine.it,,Mantignana,Italy,https://www.lapostadiconfine.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e738d40687,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-4199642021777832055; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.lapostadiconfine.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra ospitalità raccolta nella campagna umbra; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:04:17.024Z; Gmail message 1a0829f0d501f680; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0019,Torre Palombara,,,info@torrepalombara.com,,Narni,Italy,https://www.torrepalombara.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e74740c6c6,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r6412874384574138498; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.torrepalombara.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra dimora storica nella campagna di Narni; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:05:48.525Z; Gmail message 1a082a0722a47343; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0020,Il Fontanaro,,,info@countryslowliving.com,,Paciano,Italy,https://www.countryslowliving.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e764a06ba4,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-7949249050261582234; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.countryslowliving.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: le esperienze di cucina, vino e olio proposte al Fontanaro; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:07:19.753Z; Gmail message 1a082a1d7a2c7624; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0021,Borgo di Carpiano,,,info@borgodicarpiano.com,,Gubbio,Italy,https://www.borgodicarpiano.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e7936757ad,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-3987385306639666878; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.borgodicarpiano.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: il vostro borgo immerso nella campagna vicino a Gubbio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:08:50.919Z; Gmail message 1a082a33be8df60f; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0022,Castello di Petroia,,,info@petroia.it,,Scritto di Gubbio,Italy,https://www.petroia.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e78edc6112,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-7677715262357382434; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.petroia.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: il carattere storico del Castello di Petroia; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:10:21.981Z; Gmail message 1a082a49fe0f1437; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0023,Tenuta di Canonica,,,info@tenutadicanonica.com,,Todi,Italy,https://www.tenutadicanonica.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e7bd7679c4,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r5841143459703212961; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.tenutadicanonica.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra tenuta sulle colline di Todi; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:11:53.223Z; Gmail message 1a082a603669fcbc; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0024,Palazzo Leti,,,info@palazzoleti.com,,Spoleto,Italy,https://www.palazzoleti.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e7db74d793,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-1110990190796323704; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.palazzoleti.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra dimora storica nel centro di Spoleto; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:13:24.453Z; Gmail message 1a082a7663a08daa; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0025,Fattoria di Vibio,,,booking@fattoriadivibio.com,,Montecastello di Vibio,Italy,https://www.fattoriadivibio.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e7fbc99c81,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-784162281147261453; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.fattoriadivibio.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra proposta tra natura e benessere a Montecastello di Vibio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:14:55.540Z; Gmail message 1a082a8cacd1ae88; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0026,Eremito,,,info@eremito.com,,Parrano,Italy,https://www.eremito.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e803cb4545,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r3430555982424277920; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.eremito.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra proposta di ritiro e silenzio nella natura; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:16:26.687Z; Gmail message 1a082aa2f602e312; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0027,L'Antico Forziere,,,info@anticoforziere.it,,Deruta,Italy,https://www.anticoforziere.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e80239c7cd,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-1148099130785673637; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.anticoforziere.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: il legame tra ospitalità e ristorazione all'Antico Forziere; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:17:57.790Z; Gmail message 1a082ab93de8d7d9; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0028,Locanda Palazzone,,,info@locandapalazzone.com,,Orvieto,Italy,https://www.locandapalazzone.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e8335b0b5b,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r5215447228020146434; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.locandapalazzone.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: il legame tra la vostra dimora e il vino a Orvieto; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:19:28.835Z; Gmail message 1a082acf785a8b5e; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0029,OmHom,,,omhom@omhom.it,,Arcola,Italy,https://www.omhom.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e843a6212d,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-7070523499512070564; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.omhom.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra proposta di ospitalità e relax ad Arcola; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:21:00.093Z; Gmail message 1a082ae5b8d4e6a2; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0030,La Sosta di Ottone III,,,lasosta@lasosta.com,,Levanto,Italy,https://www.lasosta.com/it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e8770a5442,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-4888103693328133420; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.lasosta.com/it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra locanda con ristorante vicino a Levanto; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:22:33.233Z; Gmail message 1a082afc784e58e7; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0031,Relais del Maro,,,relais@relaisdelmaro.it,,Borgomaro,Italy,https://www.relaisdelmaro.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e8824f382e,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r3845973102573397362; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.relaisdelmaro.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra formula di albergo diffuso nel borgo di Borgomaro; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:24:04.293Z; Gmail message 1a082b12bd29086e; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0032,Villa Cicolina,,,info@villacicolina.it,,Montepulciano,Italy,https://www.villacicolina.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e8b021bda3,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r2533082369711332557; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.villacicolina.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra villa nella campagna di Montepulciano; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:25:35.474Z; Gmail message 1a082b28f1cfc0cf; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0033,Villa di Campolungo,,,info@villadicampolungo.it,,Fiesole,Italy,https://www.villadicampolungo.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-08,2026-09-11,manual,digital.vincenzoproto@gmail.com,1a0828e8befc6fc8,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r7339552163382835334; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.villadicampolungo.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra ospitalità nella campagna di Fiesole; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Email inviata 2026-09-08T20:27:06.693Z; Gmail message 1a082b3f2658d776; campagna LSG-20260909-IG70; eccezione al limite giornaliero autorizzata dall'utente per questa campagna."
LSG-H-0034,Agriturismo Biologico Sant'Egle,,,info@agriturismobiologicotoscana.it,,Sorano,Italy,https://www.santegle.it/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828e8cd801a1c,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r5700858912267334794; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.santegle.it/; controllo storico Gmail senza precedenti 2026-09-08; tema: la vostra proposta di agriturismo biologico a Sorano; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:34:00Z; message 1a086364866559eb; receipt 1a086364866559eb.json."
LSG-H-0035,Hotel L'Antico Pozzo,,,info@anticopozzo.com,,San Gimignano,Italy,https://www.anticopozzo.com/,public_website,,,Low-Season Revenue Audit,249,contacted,medium,,2026-09-09,2026-09-12,manual,digital.vincenzoproto@gmail.com,1a0828e8e4955873,Vincenzo,false,none,0,0,0,none,"Campaign LSG-20260909-IG70; bozza inviata; Gmail draft r-4917103062858826250; mittente previsto digital.vincenzoproto@gmail.com; firma Instagram @lowseasongrowth; fonte email verificata 2026-09-08: https://www.anticopozzo.com/; controllo storico Gmail senza precedenti 2026-09-08; tema: il vostro hotel nel centro storico di San Gimignano; invio immediato richiesto dall'utente 2026-09-08 nonostante il limite giornaliero, con eccezione solo per questa campagna; programmazione di domani disattivata; intervallo minimo 90 secondi e deduplica prima dell'invio; audit 249 EUR come target CRM interno, prezzo non comunicato nell'email.; Campagna sospesa dopo interruzione dell'esecuzione; email ancora non inviata; nessun invio automatico attivo.; Invio confermato Gmail SENT 2026-09-09T13:32:00Z; message 1a08635f5254e40e; receipt 1a08635f5254e40e.json."
